CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20040027,202004,9.2,1.197,2,1,2,58000,1100,3,3,1,3,1,R,I,R,R,R,R,R,R
20040028,202004,9.2,1.197,2,1,2,53000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
20040029,202004,9.2,1.197,2,1,2,58000,1100,3,3,1,3,1,I,I,I,I,I,I,I,I
20040030,202004,9.2,1.197,2,1,2,47000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20040031,202004,2.1333,1.197,1,1,2,59000,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20040032,202004,51.8571,1.197,3,1,2,31400,920,3,1,1,3,9,R,R,R,R,R,R,R,I
20040033,202004,51.8571,1.197,3,1,2,54000,1000,3,2,3,2,9,I,I,I,I,I,I,I,I
20040034,202004,51.8571,1.197,3,1,2,50000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20040035,202004,51.8571,1.197,3,1,2,62000,1200,1,2,3,3,9,I,I,I,I,I,I,I,I
20040036,202004,51.8571,1.197,3,1,2,61000,1200,1,2,3,3,9,R,R,R,R,R,R,I,I
20040037,202004,51.8571,1.197,3,1,2,62000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20040038,202004,51.8571,1.197,3,1,2,42600,1100,3,2,3,3,9,R,R,R,R,R,R,R,R
20040039,202004,9.2,1.197,2,1,2,64000,1300,3,2,1,3,1,R,I,I,I,I,R,I,I
20040040,202004,9.2,1.197,2,1,2,58000,1100,3,1,3,3,1,I,I,I,I,I,I,I,I
20040041,202004,2.1333,1.197,1,1,2,64000,980,3,2,1,1,9,R,R,R,R,R,R,R,R
20040042,202004,51.8571,1.197,3,1,2,49500,920,3,1,3,1,9,R,I,I,I,I,I,I,R
20040043,202004,9.2,1.197,2,1,2,58000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20040044,202004,9.2,1.197,2,1,2,58000,1100,3,2,1,1,9,I,I,I,I,I,I,I,I
20040045,202004,9.2,1.197,2,1,2,57000,1200,3,2,3,1,9,R,R,R,R,R,R,R,R
20040046,202004,9.2,1.197,2,1,2,58000,1100,3,1,1,1,9,R,I,R,R,R,R,R,R
20040047,202004,51.8571,1.197,3,1,2,64000,1300,3,2,3,1,9,I,I,I,I,I,I,I,I
20040048,202004,2.1333,1.197,1,1,2,9,920,1,2,1,1,9,R,9,I,I,I,R,R,R
20040049,202004,51.8571,1.197,3,1,2,31400,840,1,2,3,1,9,R,R,R,R,R,R,R,R
20040050,202004,9.2,1.197,2,1,2,48300,900,1,1,1,1,9,I,I,I,I,I,I,I,I
20040051,202004,15.3474,1.197,3,1,2,51000,960,1,2,3,1,9,I,I,I,I,I,I,I,I
20040052,202004,2.1333,1.197,1,1,2,55000,1100,1,9,1,1,9,R,I,R,R,R,R,R,R
20040053,202004,2.1333,1.197,1,1,2,49500,920,3,2,1,1,9,I,I,I,I,I,I,I,I
20040054,202004,2.1333,1.197,1,1,2,55000,1100,1,2,1,1,9,I,I,I,I,I,I,I,I
20040055,202004,51.8571,1.197,3,1,2,67000,960,1,2,1,1,9,R,R,R,R,R,R,R,R
20040056,202004,9.2,1.197,2,1,2,58000,1100,3,1,3,1,9,I,I,I,I,I,I,I,I
20040057,202004,15.3474,1.197,4,1,1,57000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040058,202004,15.3474,1.197,4,1,1,117000,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20040059,202004,15.3474,1.197,4,1,1,74000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20040060,202004,51.8571,1.197,3,1,1,64000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20040061,202004,51.8571,1.197,3,1,1,42900,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20040062,202004,2.1333,1.197,1,1,1,68000,920,3,9,9,9,9,R,R,R,R,9,9,9,9
20040063,202004,2.1333,1.197,1,1,1,61000,920,1,9,9,9,9,R,R,R,R,9,9,9,9
20040064,202004,51.8571,1.197,3,1,1,64000,920,1,9,9,9,9,R,R,R,R,9,9,9,9
20040065,202004,15.3474,1.197,4,1,1,76000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20040066,202004,51.8571,1.197,3,1,1,59000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20040067,202004,51.8571,1.197,3,1,1,60000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040068,202004,9.2,1.197,2,1,1,51000,960,1,9,9,9,9,I,I,I,I,9,9,9,9
20040069,202004,9.2,1.197,3,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20040070,202004,51.8571,1.197,3,1,1,62000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20040071,202004,51.8571,1.197,3,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20040072,202004,51.8571,1.197,3,1,1,35400,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20040073,202004,51.8571,1.197,3,1,1,35800,920,3,9,9,9,9,R,R,R,R,9,9,9,9
20040074,202004,51.8571,1.197,3,1,1,59000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20040075,202004,9.2,1.197,2,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20040076,202004,9.2,1.197,2,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20040077,202004,9.2,1.197,4,1,1,57000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040078,202004,9.2,1.197,2,1,1,33200,840,1,9,9,9,9,R,R,R,R,9,9,9,9
20040079,202004,51.8571,1.197,3,1,1,43600,700,1,9,9,9,9,R,I,I,I,9,9,9,9
20040080,202004,2.1333,1.197,1,1,1,35600,670,3,9,9,9,9,R,R,R,R,9,9,9,9
20040081,202004,9.2,1.197,2,1,1,79000,900,1,9,9,9,9,R,R,R,R,9,9,9,9
20040082,202004,2.1333,1.197,1,1,1,35600,670,3,9,9,9,9,R,I,I,I,9,9,9,9
20040083,202004,2.1333,1.197,1,1,1,58000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040084,202004,9.2,1.197,2,1,1,53000,1000,1,9,9,9,9,I,I,I,I,9,9,9,9
20040085,202004,9.2,1.197,2,1,1,55000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040086,202004,9.2,1.197,2,1,1,63000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040087,202004,9.2,1.197,2,1,1,58000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040088,202004,9.2,1.197,2,1,1,56000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040089,202004,51.8571,1.197,3,1,1,73000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20040090,202004,9.2,1.197,2,1,1,67000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20040091,202004,9.2,1.197,2,1,1,53000,1000,1,9,9,9,9,I,I,I,I,9,9,9,9
20040092,202004,51.8571,1.197,3,1,1,46900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040093,202004,9.2,1.197,2,1,1,46000,840,1,9,9,9,9,I,I,I,I,9,9,9,9
20040094,202004,9.2,1.197,2,1,1,79000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040095,202004,9.2,1.197,2,1,1,57000,840,1,9,9,9,9,R,R,R,R,9,9,9,9
20040096,202004,51.8571,1.197,3,1,1,31400,700,1,9,9,9,9,R,R,I,I,9,9,9,9
20040097,202004,9.2,1.197,2,1,1,33200,960,1,9,9,9,9,R,R,R,R,9,9,9,9
20040098,202004,9.2,1.197,2,1,1,33200,960,1,9,9,9,9,R,R,R,R,9,9,9,9
20040099,202004,51.8571,1.197,3,1,1,72000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040100,202004,9.2,1.197,2,1,1,58000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040101,202004,2.1333,1.197,5,1,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040102,202004,2.1333,1.197,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040103,202004,51.8571,1.197,5,1,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040104,202004,15.3474,1.197,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040105,202004,25.9286,1.0133,3,2,2,70000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040106,202004,7.6737,1.0133,4,2,2,89000,1500,1,2,3,3,1,R,R,R,R,R,R,R,R
20040107,202004,7.6737,1.0133,4,2,2,64000,1300,3,2,1,3,1,R,R,R,R,R,R,R,R
20040108,202004,7.6737,1.0133,4,2,2,115000,1700,1,2,3,2,1,R,R,R,R,R,R,R,R
20040109,202004,5.1158,1.0133,5,3,2,199000,2100,3,1,1,2,9,R,R,R,R,R,R,R,R
20040110,202004,7.6737,1.0133,4,2,2,102000,1300,1,2,1,2,1,R,R,R,R,R,R,R,R
20040111,202004,7.6737,1.0133,4,2,2,93000,1600,1,9,1,2,1,R,R,R,R,R,R,R,R
20040112,202004,7.6737,1.0133,4,2,2,79000,1200,3,2,3,2,1,R,R,R,R,R,R,R,R
20040113,202004,7.6737,1.0133,4,2,2,114000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20040114,202004,7.6737,1.0133,4,2,2,110000,1200,1,2,1,3,1,R,R,R,R,R,R,R,R
20040115,202004,7.6737,1.0133,4,2,2,150000,1600,1,9,1,2,1,R,R,R,R,R,R,R,R
20040116,202004,7.6737,1.0133,4,2,2,236000,1900,3,9,1,3,1,R,R,R,R,R,R,R,R
20040117,202004,7.6737,1.0133,4,2,2,111000,1700,3,2,3,2,1,R,I,I,I,I,I,I,I
20040118,202004,7.6737,1.0133,4,2,2,119000,1900,3,2,3,2,3,I,I,I,I,I,I,I,I
20040119,202004,7.6737,1.0133,4,2,2,128000,2100,3,9,3,3,1,I,I,I,I,I,I,I,I
20040120,202004,7.6737,1.0133,4,2,2,104000,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
20040121,202004,7.6737,1.0133,4,2,2,118000,1800,3,2,3,2,1,I,I,I,I,I,I,I,I
20040122,202004,7.6737,1.0133,4,2,2,140000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
20040123,202004,7.6737,1.0133,4,2,2,168000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
20040124,202004,7.6737,1.0133,4,2,2,97000,1300,3,2,3,2,1,I,I,I,I,I,I,I,I
20040125,202004,7.6737,1.0133,4,2,2,140000,1200,1,2,1,2,1,R,R,R,R,R,R,R,R
20040126,202004,7.6737,1.0133,4,2,2,81000,990,1,9,3,3,1,I,I,I,I,I,I,I,I
20040127,202004,7.6737,1.0133,4,2,2,83000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
20040128,202004,7.6737,1.0133,4,2,2,112000,990,1,2,1,3,1,R,R,R,R,R,R,R,R
20040129,202004,7.6737,1.0133,4,2,2,236000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
20040130,202004,7.6737,1.0133,4,2,2,116000,1800,1,2,3,2,1,I,I,I,I,I,I,I,I
20040131,202004,7.6737,1.0133,4,2,2,127000,2100,3,2,1,3,1,I,I,I,I,I,I,I,I
20040132,202004,1.0667,1.0133,1,2,2,233000,1600,1,9,1,3,1,R,R,R,R,R,R,R,R
20040133,202004,25.9286,1.0133,3,2,2,75000,1600,3,1,1,3,9,R,R,R,R,R,R,R,R
20040134,202004,25.9286,1.0133,3,2,2,72000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20040135,202004,25.9286,1.0133,3,2,2,111000,1700,3,1,3,3,9,I,I,I,I,I,I,I,I
20040136,202004,25.9286,1.0133,3,2,2,116000,1800,3,2,3,3,9,I,I,I,I,I,I,I,I
20040137,202004,25.9286,1.0133,3,2,2,111000,1700,3,2,3,3,9,R,I,I,I,I,R,I,I
20040138,202004,25.9286,1.0133,3,2,2,135000,2200,3,2,3,3,9,I,I,I,I,I,I,I,I
20040139,202004,25.9286,1.0133,3,2,2,88000,2500,3,3,3,3,9,R,R,R,R,R,R,R,R
20040140,202004,25.9286,1.0133,3,2,2,92000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20040141,202004,25.9286,1.0133,3,2,2,170000,2500,3,1,3,3,9,R,R,R,R,R,R,R,R
20040142,202004,25.9286,1.0133,3,2,2,70000,1800,3,2,3,3,9,R,R,R,R,R,R,R,R
20040143,202004,25.9286,1.0133,3,2,2,86000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040144,202004,25.9286,1.0133,3,2,2,90000,2200,3,2,1,3,9,R,R,R,R,R,R,R,R
20040145,202004,25.9286,1.0133,3,2,2,94000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20040146,202004,25.9286,1.0133,3,2,2,90000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040147,202004,7.6737,1.0133,4,2,2,64000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
20040148,202004,4.6,1.0133,2,2,2,121000,1900,1,2,1,3,1,I,I,I,I,I,I,I,I
20040149,202004,4.6,1.0133,2,2,2,68000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
20040150,202004,4.6,1.0133,2,2,2,148000,2400,3,2,3,3,1,R,I,R,R,R,R,R,R
20040151,202004,4.6,1.0133,2,2,2,89000,1200,3,1,1,3,1,I,I,I,I,I,I,I,I
20040152,202004,4.6,1.0133,2,2,2,159000,2400,1,2,3,3,1,R,R,R,R,R,R,R,R
20040153,202004,4.6,1.0133,3,2,2,70000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20040154,202004,25.9286,1.0133,3,2,2,66000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20040155,202004,25.9286,1.0133,3,2,2,124000,2000,3,2,3,3,9,R,I,R,R,R,R,R,R
20040156,202004,25.9286,1.0133,3,2,2,107000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20040157,202004,4.6,1.0133,2,2,2,130000,2100,3,2,1,3,1,R,I,I,I,I,R,I,I
20040158,202004,4.6,1.0133,2,2,2,54000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
20040159,202004,4.6,1.0133,2,2,2,89000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
20040160,202004,25.9286,1.0133,3,2,2,130000,2100,3,2,3,3,9,I,I,I,I,I,I,I,I
20040161,202004,25.9286,1.0133,3,2,2,107000,1600,3,2,3,3,9,R,I,I,I,I,I,I,I
20040162,202004,4.6,1.0133,2,2,2,112000,1900,3,2,3,3,1,R,R,R,R,R,R,R,R
20040163,202004,4.6,1.0133,2,2,2,113000,2000,3,2,3,3,1,R,R,R,R,R,R,R,R
20040164,202004,4.6,1.0133,2,2,2,100000,2400,3,2,3,3,1,R,R,R,R,R,R,R,R
20040165,202004,4.6,1.0133,2,2,2,116000,1800,3,2,3,3,1,R,I,R,R,R,R,R,R
20040166,202004,7.6737,1.0133,4,2,2,94000,1300,1,2,3,3,1,I,I,I,I,I,I,I,I
20040167,202004,7.6737,1.0133,4,2,2,93000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
20040168,202004,7.6737,1.0133,4,2,2,113000,1700,3,2,3,3,1,I,I,I,I,I,I,I,I
20040169,202004,7.6737,1.0133,4,2,2,107000,1600,3,2,3,3,1,I,I,I,I,I,I,I,I
20040170,202004,7.6737,1.0133,4,2,2,150000,2400,3,2,3,2,1,R,R,R,R,R,R,R,R
20040171,202004,25.9286,1.0133,3,2,2,114000,1700,3,1,3,3,9,R,R,R,R,R,R,R,R
20040172,202004,25.9286,1.0133,3,2,2,107000,1600,3,2,3,3,9,R,I,I,I,I,I,I,I
20040173,202004,4.6,1.0133,2,2,2,137000,2100,3,2,3,3,1,R,R,R,R,R,R,R,R
20040174,202004,4.6,1.0133,2,2,2,88000,1100,1,1,1,3,1,I,I,I,I,I,I,I,I
20040175,202004,4.6,1.0133,2,2,2,94000,1700,3,2,3,3,1,R,R,R,R,R,R,R,R
20040176,202004,4.6,1.0133,2,2,2,102000,1500,3,3,1,3,1,R,I,R,R,R,R,R,R
20040177,202004,25.9286,1.0133,2,2,2,108000,2000,3,1,1,3,1,R,R,R,R,R,R,R,R
20040178,202004,4.6,1.0133,2,2,2,90000,1700,3,1,1,3,1,R,R,R,R,R,R,R,R
20040179,202004,4.6,1.0133,2,2,2,89000,1100,3,2,1,3,1,I,I,I,I,I,I,I,I
20040180,202004,7.6737,1.0133,4,2,2,108000,1600,3,2,3,2,1,I,I,I,I,I,I,I,I
20040181,202004,7.6737,1.0133,4,2,2,83000,1300,3,9,3,3,1,R,R,R,R,R,R,R,R
20040182,202004,5.1158,1.0133,5,3,2,180000,2600,3,2,1,3,1,R,R,R,R,R,R,R,R
20040183,202004,1.0667,1.0133,1,2,2,89000,1200,3,9,3,3,1,I,I,I,I,I,I,I,I
20040184,202004,1.0667,1.0133,1,2,2,163000,1800,3,2,1,3,1,R,R,R,R,R,R,R,R
20040185,202004,1.0667,1.0133,1,2,2,65000,990,1,2,3,3,1,R,R,R,R,R,R,R,R
20040186,202004,1.0667,1.0133,1,2,2,116000,1800,3,2,1,3,1,I,I,I,I,I,I,I,I
20040187,202004,1.0667,1.0133,1,2,2,73000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20040188,202004,1.0667,1.0133,1,2,2,108000,1600,3,2,1,3,1,I,I,I,I,I,I,I,I
20040189,202004,1.0667,1.0133,1,2,2,93000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
20040190,202004,1.0667,1.0133,1,2,2,111000,1700,3,2,1,2,1,I,I,I,I,I,I,I,I
20040191,202004,1.0667,1.0133,1,2,2,107000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
20040192,202004,1.0667,1.0133,1,2,2,100000,1400,3,2,1,3,1,I,I,I,I,I,I,I,I
20040193,202004,25.9286,1.0133,3,2,2,58000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040194,202004,25.9286,1.0133,3,2,2,107000,1600,3,2,3,3,9,R,I,I,I,R,R,R,R
20040195,202004,25.9286,1.0133,3,2,2,107000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20040196,202004,25.9286,1.0133,3,2,2,122000,2200,3,2,3,3,9,R,R,R,R,I,R,R,R
20040197,202004,25.9286,1.0133,3,2,2,151000,2500,3,2,3,3,9,I,I,I,I,I,I,I,I
20040198,202004,25.9286,1.0133,3,2,2,82000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20040199,202004,25.9286,1.0133,3,2,2,123000,2000,3,2,3,2,9,R,R,R,R,R,R,R,R
20040200,202004,25.9286,1.0133,3,2,2,85000,1800,3,2,3,3,9,R,R,R,R,R,R,R,R
20040201,202004,25.9286,1.0133,3,2,2,98000,2500,3,2,3,3,9,R,R,R,R,R,R,R,R
20040202,202004,25.9286,1.0133,3,2,2,147000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20040203,202004,25.9286,1.0133,3,2,2,85000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040204,202004,25.9286,1.0133,3,2,2,83000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040205,202004,25.9286,1.0133,3,2,2,111000,1700,3,1,3,3,9,I,I,I,I,I,I,I,I
20040206,202004,25.9286,1.0133,3,2,2,114000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040207,202004,25.9286,1.0133,3,2,2,124000,2000,3,2,3,2,9,I,I,I,I,I,I,I,I
20040208,202004,25.9286,1.0133,3,2,2,58000,2500,3,1,3,3,9,R,R,R,R,R,R,R,R
20040209,202004,25.9286,1.0133,3,2,2,102000,1800,3,2,3,3,9,R,R,R,R,R,R,R,R
20040210,202004,25.9286,1.0133,3,2,2,135000,2200,3,2,3,3,9,I,I,I,I,I,I,I,I
20040211,202004,25.9286,1.0133,3,2,2,105000,1500,3,3,3,3,9,I,I,I,I,I,I,I,I
20040212,202004,25.9286,1.0133,3,2,2,68000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20040213,202004,4.6,1.0133,2,2,2,71000,1100,1,1,3,3,1,R,R,R,R,R,R,R,R
20040214,202004,4.6,1.0133,2,2,2,79000,1100,3,1,3,3,1,R,R,R,R,R,R,R,R
20040215,202004,25.9286,1.0133,3,2,2,108000,1700,3,1,1,1,9,R,R,R,R,R,R,R,R
20040216,202004,7.6737,1.0133,4,2,2,90000,1200,3,2,3,1,9,I,I,I,I,I,I,I,I
20040217,202004,7.6737,1.0133,4,2,2,64000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040218,202004,7.6737,1.0133,4,2,2,139000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040219,202004,7.6737,1.0133,4,2,2,88000,2100,3,2,3,1,9,R,R,R,R,I,R,R,R
20040220,202004,7.6737,1.0133,4,2,2,75000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20040221,202004,7.6737,1.0133,4,2,2,79000,1500,3,9,1,1,9,R,R,R,R,R,R,R,R
20040222,202004,7.6737,1.0133,4,2,2,135000,2400,3,2,3,1,9,I,I,I,I,I,I,I,I
20040223,202004,25.9286,1.0133,3,2,2,90000,2000,3,2,3,1,9,R,R,R,R,R,R,R,R
20040224,202004,7.6737,1.0133,4,2,2,104000,1500,3,9,3,1,9,I,I,I,I,I,I,I,I
20040225,202004,7.6737,1.0133,4,2,2,102000,1300,1,9,3,1,9,R,R,R,R,R,R,R,R
20040226,202004,7.6737,1.0133,4,2,2,236000,1200,3,9,3,1,9,R,R,R,R,R,R,R,R
20040227,202004,7.6737,1.0133,4,2,2,125000,1400,3,9,1,1,9,R,R,R,R,I,R,I,R
20040228,202004,5.1158,1.0133,5,3,2,100000,1400,3,2,3,1,9,I,I,I,I,I,I,I,I
20040229,202004,7.6737,1.0133,4,2,2,135000,990,1,9,3,1,9,R,R,R,R,R,R,R,R
20040230,202004,7.6737,1.0133,4,2,2,104000,1900,3,2,3,1,9,R,R,R,R,I,R,R,R
20040231,202004,1.0667,1.0133,1,2,2,94000,1700,3,9,3,1,9,R,R,R,R,I,R,R,R
20040232,202004,1.0667,1.0133,1,2,2,85000,1400,1,2,3,1,9,R,R,R,R,R,R,R,R
20040233,202004,1.0667,1.0133,1,2,2,98000,1700,3,2,3,1,9,R,R,R,R,I,R,R,R
20040234,202004,1.0667,1.0133,1,2,2,130000,1100,1,9,1,1,9,R,R,R,R,R,R,R,R
20040235,202004,7.6737,1.0133,4,2,2,236000,1700,3,9,1,1,9,R,R,R,R,R,R,R,R
20040236,202004,7.6737,1.0133,4,2,2,126000,1500,3,9,3,1,9,R,R,R,R,R,R,R,R
20040237,202004,7.6737,1.0133,4,2,2,118000,1800,3,2,1,1,9,I,I,I,I,I,I,I,I
20040238,202004,4.6,1.0133,2,2,2,105000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20040239,202004,4.6,1.0133,2,2,2,75000,1200,3,1,1,1,9,R,R,R,R,I,R,R,R
20040240,202004,17.2857,1.0133,5,3,2,172000,3500,3,2,3,1,9,R,R,R,R,R,R,R,R
20040241,202004,4.6,1.0133,2,2,2,107000,1600,3,2,1,1,9,I,I,I,I,I,I,I,I
20040242,202004,4.6,1.0133,2,2,2,9,1800,3,2,1,1,9,R,9,I,I,I,R,I,R
20040243,202004,4.6,1.0133,2,2,2,100000,1600,3,2,1,1,9,R,R,R,R,R,R,R,R
20040244,202004,4.6,1.0133,2,2,2,107000,1600,3,2,1,1,9,I,I,I,I,I,I,I,I
20040245,202004,4.6,1.0133,2,2,2,111000,1700,3,2,1,1,9,I,I,I,I,I,I,I,I
20040246,202004,4.6,1.0133,2,2,2,111000,1700,3,2,1,1,9,R,R,R,R,R,R,R,R
20040247,202004,4.6,1.0133,2,2,2,125000,2000,3,2,1,1,9,I,I,I,I,I,I,I,I
20040248,202004,25.9286,1.0133,3,2,2,144000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20040249,202004,25.9286,1.0133,3,2,2,121000,1900,3,2,3,1,9,I,I,I,I,I,I,I,I
20040250,202004,4.6,1.0133,2,2,2,102000,1500,3,2,1,1,9,I,I,I,I,I,I,I,I
20040251,202004,4.6,1.0133,2,2,2,140000,2000,3,2,3,1,9,R,R,R,R,R,R,R,R
20040252,202004,4.6,1.0133,2,2,2,103000,2400,3,2,3,1,9,R,R,R,R,R,R,R,R
20040253,202004,4.6,1.0133,2,2,2,54000,1500,3,2,3,1,9,R,R,R,R,R,R,R,R
20040254,202004,4.6,1.0133,2,2,2,106000,1700,3,2,3,1,9,R,R,R,R,R,R,R,R
20040255,202004,7.6737,1.0133,4,2,2,236000,2100,3,9,3,1,9,R,R,R,R,R,R,R,R
20040256,202004,5.1158,1.0133,5,3,2,179000,2900,3,2,1,1,9,R,R,R,R,R,R,R,R
20040257,202004,1.0667,1.0133,1,2,2,9,1600,3,2,1,1,9,R,9,I,I,I,R,I,R
20040258,202004,1.0667,1.0133,1,2,2,140000,1200,1,2,3,1,9,R,R,R,R,R,R,R,R
20040259,202004,1.0667,1.0133,1,2,2,97000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040260,202004,1.0667,1.0133,1,2,2,111000,1600,3,9,1,1,9,R,R,R,R,R,R,R,R
20040261,202004,1.0667,1.0133,1,2,2,79000,990,1,2,1,1,9,R,R,R,R,R,R,R,R
20040262,202004,25.9286,1.0133,3,2,2,170000,2000,3,1,3,1,9,R,R,R,R,R,R,R,R
20040263,202004,25.9286,1.0133,3,2,2,109000,1700,3,2,3,1,9,R,R,R,R,R,R,R,R
20040264,202004,25.9286,1.0133,3,2,2,111000,1700,3,1,1,1,9,R,R,R,R,R,R,R,R
20040265,202004,4.6,1.0133,2,2,2,111000,1200,3,2,3,1,9,R,R,R,R,R,R,R,R
20040266,202004,4.6,1.0133,2,2,2,122000,1300,3,1,3,1,9,R,R,R,R,R,R,R,R
20040267,202004,5.1158,1.0133,5,3,2,155000,1600,3,1,3,1,9,R,R,R,R,R,R,R,R
20040268,202004,5.1158,1.0133,5,3,2,153000,1800,3,1,3,1,9,R,R,R,R,R,R,R,R
20040269,202004,7.6737,1.0133,4,2,2,64000,1300,3,9,3,1,9,R,R,R,R,R,R,R,R
20040270,202004,7.6737,1.0133,4,2,2,92000,1700,3,9,3,1,9,R,R,R,R,R,R,R,R
20040271,202004,7.6737,1.0133,4,2,2,86000,1500,3,9,1,1,9,R,R,R,R,R,R,R,R
20040272,202004,7.6737,1.0133,4,2,2,110000,1400,3,9,1,1,9,R,R,R,R,R,R,R,R
20040273,202004,7.6737,1.0133,4,2,2,119000,1800,3,9,3,1,9,R,R,R,R,R,R,R,R
20040274,202004,1.0667,1.0133,1,2,2,88000,1800,3,2,3,1,9,R,R,R,R,R,R,R,R
20040275,202004,1.0667,1.0133,1,2,2,177000,1400,3,9,3,1,9,R,R,R,R,R,R,R,R
20040276,202004,1.0667,1.0133,1,2,2,100000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040277,202004,1.0667,1.0133,1,2,2,112000,1800,3,2,3,1,9,R,R,R,R,R,R,R,R
20040278,202004,1.0667,1.0133,1,2,2,85000,990,1,2,1,1,9,I,I,I,I,I,I,I,I
20040279,202004,25.9286,1.0133,3,2,2,120000,2000,3,3,3,1,9,R,R,R,R,R,R,R,R
20040280,202004,25.9286,1.0133,3,2,2,170000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20040281,202004,25.9286,1.0133,3,2,2,134000,1900,3,1,3,1,9,R,R,R,R,R,R,R,R
